record_id,policy_id,entry_type,correct_type,update_type,update_level,description,date_announced,date_start,date_end,country,ISO_A3,ISO_A2,init_country_level,domestic_policy,province,city,type,type_sub_cat,type_text,school_status,target_country,target_geog_level,target_region,target_province,target_city,target_other,target_who_what,target_direction,travel_mechanism,compliance,enforcer,index_high_est,index_med_est,index_low_est,index_country_rank,link,date_updated,recorded_date
R_YYy9t7DLn2ENNjrCf,2813732,new_entry,original,NA,NA,California state leasing two hospitals to increase availability of beds for COVID-19 patients. California receives shipment of medical personal protective equipment and medical supplies from the Strategic National Stockpile. Governor Gavin Newsom today (March 21) directed more than $42 million in emergency funding to expand California’s health care infrastructure and secure equipment and services to support California’s response to COVID-19.,2020-03-21,2020-03-21,2020-09-03,United States of America,USA,US,Provincial,0,California,NA,Health Resources,Other Health Infrastructure,NA,NA,United States of America,NA,NA,California,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,52.37798871489421,51.453459186894236,50.674714289798686,70,https://www.gov.ca.gov/2020/03/21/governor-newsom-takes-action-to-strengthen-californias-health-care-delivery-system-to-respond-to-covid-19/,2020-08-11,2020-08-11T14:43:37Z
R_Ovaui1oiUZRUXU5Bt,2813971,new_entry,original,NA,NA,"In a briefing on August 14, Michigan Gov. Gretchen Whitmer announced a new program. The program will help provide 4.4 million masks to Black, Indigenous, People of Color communities, which have been disproportionately affected by the pandemic.",2020-08-14,2020-08-14,2020-09-03,United States of America,USA,US,Provincial,0,Michigan,NA,Health Resources,Masks,NA,NA,United States of America,NA,NA,Michigan,NA,NA,13,NA,NA,Voluntary/Recommended but No Penalties,Other (Please specify in the text box),NA,NA,NA,NA,https://www.clickondetroit.com/news/local/2020/08/14/vulnerable-michigan-communities-to-get-4-million-free-face-masks/,2020-08-21,2020-08-21T14:30:22Z
R_3Jz3UjpgFzaoZPFEg,2820832,new_entry,correction,NA,NA,"Maryland, United States
The governor gave access to various municipalities to determine personal needs for their health infrastructure. Loosening legal requirements to speed up the process of health infrastructure, medical staff, and PPE",2020-03-16,2020-03-16,2020-09-03,United States of America,USA,US,Provincial,0,Maryland,NA,Health Resources,Unspecified Health Materials,NA,NA,United States of America,A geographical or administrative unit within a country,NA,Maryland,NA,NA,13,NA,Not Applicable,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Municipal Government",51.85316780245211,51.08986726909035,50.43800796993166,87,https://governor.maryland.gov/covid-19-pandemic-orders-and-guidance/,2020-07-23,2020-07-23T08:01:44Z
R_3Jz3UjpgFzaoZPFEf,2820832,new_entry,correction,NA,NA,"Maryland, United States
The governor gave access to various municipalities to determine personal needs for their health infrastructure. Loosening legal requirements to speed up the process of health infrastructure, medical staff, and PPE",2020-03-16,2020-03-16,2020-09-03,United States of America,USA,US,Provincial,0,Maryland,NA,Health Resources,Unspecified Health Infrastructure,NA,NA,United States of America,A geographical or administrative unit within a country,NA,Maryland,NA,NA,13,NA,Not Applicable,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Municipal Government",51.85316780245211,51.08986726909035,50.43800796993166,87,https://governor.maryland.gov/covid-19-pandemic-orders-and-guidance/,2020-07-23,2020-07-23T08:01:44Z
R_3Jz3UjpgFzaoZPFEh,2820832,new_entry,correction,NA,NA,"Maryland, United States
The governor gave access to various municipalities to determine personal needs for their health infrastructure. Loosening legal requirements to speed up the process of health infrastructure, medical staff, and PPE",2020-03-16,2020-03-16,2020-09-03,United States of America,USA,US,Provincial,0,Maryland,NA,Health Resources,Unspecified Health Staff,NA,NA,United States of America,A geographical or administrative unit within a country,NA,Maryland,NA,NA,13,NA,Not Applicable,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Municipal Government",51.85316780245211,51.08986726909035,50.43800796993166,87,https://governor.maryland.gov/covid-19-pandemic-orders-and-guidance/,2020-07-23,2020-07-23T08:01:44Z
R_11jf2f2rhEqiXhMAt,2821486,new_entry,original,NA,NA,"Recognizing the threat COVID-19 continues to pose to public health, Governor Gavin Newsom today (May 8) signed an executive order to ensure that Californians can exercise their right to vote in a safe and accessible manner during the General Election this November. The order requires that each county’s elections officials send vote-by-mail ballots for the November 3, 2020 General Election to all registered voters. Californians who may need access to in-person voting opportunities – including individuals with disabilities, individuals who speak languages other than English, individuals experiencing homelessness, and others – will still be able to access in-person voting opportunities.
The Administration will continue to work with the Legislature and the Secretary of State to determine how requirements for in-person voting opportunities and other details of the November election will be implemented, while preserving public health and giving county elections officials needed flexibility. If by May 30, 2020 counties do not yet have clarity for in-person voting opportunities and other details of the November election, it may be necessary to issue a further executive order addressing these issues.",2020-05-08,2020-05-08,2020-09-03,United States of America,USA,US,Provincial,1,California,NA,Restriction and Regulation of Government Services,Election procedures (e.g. mail-in voting),NA,NA,United States of America,NA,NA,California,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),"Provincial/State Government,Municipal Government",NA,NA,NA,NA,https://www.gov.ca.gov/2020/05/08/governor-newsom-issues-executive-order-to-protect-public-health-by-mailing-every-registered-voter-a-ballot-ahead-of-the-november-general-election/,2020-08-22,2020-08-22T20:45:53Z
R_W9Hlfj67lZFefNnBt,282535,new_entry,original,NA,NA,"On July 8th, the Montana University System has changed its stance on recommending the use of face masks on campus. The university system’s reopening task force now says masks should be a requirement.",2020-07-08,2020-07-08,2020-09-03,United States of America,USA,US,Provincial,0,Montana,NA,Health Resources,Masks,NA,NA,United States of America,NA,NA,Montana,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://www.mtpr.org/post/montana-coronavirus-and-covid-19-news,2020-07-09,2020-07-09T19:29:36Z
R_XLNvuEsOwMnOwW5NA,2827451,new_entry,original,NA,NA,"Idaho, United States
Idaho has selected to follow US guidelines

    Do not visit nursing homes, retirement homes, or long-term care facilities unless to provide critical assistance, but still to find ways to connect with loved ones in these facilities, such as phone, text, Facetime, and others

    Avoid discretionary travel

    ***Avoid social gatherings of more than 10 people***

    Continue to practice good hygiene

    Work from home whenever possible – UNLESS you work in a critical infrastructure industry, such as healthcare, medicine and food supply

    Take advantage of the many drive-thru, pickup, or delivery options for food. Businesses are stepping up to make these options even more available than before, in order to serve customers and keep people working.
",2020-03-18,2020-03-18,2020-09-03,United States of America,USA,US,National,1,NA,NA,Restrictions of Mass Gatherings,General,NA,NA,United States of America,NA,NA,NA,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"National Government,Provincial/State Government",52.11108465837954,51.2591602321198,50.55683494334119,82,https://gov.idaho.gov/pressrelease/idaho-adopts-latest-federal-guidance-to-prevent-coronavirus-spread/,2020-04-07,2020-04-07T16:29:16Z
R_snuw5LWlqlK58GdCk,2843644,new_entry,original,NA,NA,"United States, New Jersey Governor issues an executive order allowing golf courses to open to the public and members associated with private golf clubs, but such businesses must require that reservations and payments be made by electronic or telephone reservation systems, stagger tee times so that they are 16 minutes apart, limit golf carts to single occupant only, require frequent sanitization, close all gold center buildings, pro shops, and other buildings, discontinue equipment rentals, require all employees and players to wear cloth face coverings,and  maintain social distancing. Effective from May 2.",2020-04-29,2020-05-02,2020-09-03,United States of America,USA,US,Provincial,1,New Jersey,NA,Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,NA,United States of America,NA,NA,New Jersey,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines","Provincial/State Government,Municipal Government,Police",NA,NA,NA,NA,https://www.nj.gov/infobank/eo/056murphy/pdf/EO-133.pdf,2020-05-07,2020-05-07T11:19:40Z
R_1isq9T4JWP04HLtNA,2846031,new_entry,original,NA,NA,"United States, North Dakota Governor has issued an executive order suspending the requirement of the Public Service Commission to hold public hearings on permit applications in specific locations. Begins April 8 and remains in effect for the duration of the declare state of emergency.",2020-04-08,2020-04-08,2020-09-03,United States of America,USA,US,Provincial,1,North Dakota,NA,Restriction and Regulation of Government Services,General,NA,NA,United States of America,NA,NA,North Dakota,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,52.99505011453731,52.112629198993986,51.394819337852624,60,https://www.governor.nd.gov/sites/www/files/documents/executive-orders/Executive%20Order%202020-25%20Remote%20Public%20Hearings%20and%20Auctions.pdf,2020-04-24,2020-04-24T12:46:44Z
R_1jldxLrsL67fNiHCp,2853198,new_entry,original,NA,NA,"United States, West Virginia Governor issues an executive order allowing barber shops, nail salons, and hair salons may operate in accordance with guidance and best practices from the Board of Barbers and Cosmetologists, including wearing masks, requiring appointments, and allowing time in between appointments to properly disinfect and clean. Effective from May 4.",2020-04-30,2020-05-04,2020-09-03,United States of America,USA,US,Provincial,1,West Virginia,NA,Restriction and Regulation of Businesses,Personal Grooming Businesses (e.g. hair salons),NA,NA,United States of America,NA,NA,West Virginia,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Other (Please specify in the text box)",NA,NA,NA,NA,https://governor.wv.gov/Documents/2020%20Executive%20Orders/Executive-Order-April-30-2020-Safer-At-Home-Order.pdf,2020-05-13,2020-05-13T09:23:52Z
R_3lzQySgLPL3i2ucCf,2853378,new_entry,original,NA,NA,Pennsylvania provides telehealth services (health resources) on 10 March 2020.,2020-03-10,2020-03-10,2020-09-03,United States of America,USA,US,Provincial,1,Pennsylvania,NA,Health Resources,Other Health Infrastructure,NA,NA,United States of America,A geographical or administrative unit within a country,NA,Pennsylvania,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,Not Applicable,Voluntary/Recommended but No Penalties,"Ministry/Department of Health,Provincial/State Government",51.54153435009898,50.638879600830975,49.96800583283479,116,https://www.governor.pa.gov/newsroom/gov-wolf-highlights-critical-need-for-access-to-care-during-covid-19-outbreak/,2020-04-22,2020-04-22T08:02:31Z
R_2rue0mrzF3EFi2BEj,2883183,new_entry,original,NA,NA,"On March 27, 2020, The Arkansas Game and Fish Commission closed its education and nature centers till an undetermined date.",2020-03-27,2020-03-27,2020-09-03,United States of America,USA,US,Provincial,1,Arkansas,NA,Restriction and Regulation of Government Services,Unspecified outdoor spaces,NA,NA,United States of America,NA,NA,Arkansas,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Other (Please specify in the text box)",52.67395709410181,51.73972632779031,50.977992728469516,61,https://www.agfc.com/en/news/2020/03/27/agfc-offices-nature-centers-ranges-closed-to-the-public-until-further-notice/,2020-07-06,2020-07-06T15:31:24Z
R_1lmfpwC0RihNsNLNA,2889026,new_entry,original,NA,NA,"USA, New York State, March 16, Restrictions of non-essential government services: ""Governor Directs Nonessential State Workforce Statewide to Work from Home Starting Tomorrow (March 17). He also Directs Local Governments to Reduce Workforce by 50 Percent and Allow Nonessential Employees to Work from Home""",2020-03-16,2020-03-17,2020-04-15,United States of America,USA,US,Provincial,1,New York,NA,Restriction and Regulation of Government Services,General,NA,NA,United States of America,NA,NA,New York,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,52.03942146638253,51.16908509239896,50.46913640548542,86,https://www.governor.ny.gov/news/during-coronavirus-briefing-governor-cuomo-issues-executive-order-allowing-state-increase,2020-04-23,2020-04-23T15:02:52Z
R_2DXPPr8fDUoN8t2De,2897997,new_entry,original,NA,NA,Pennsylvania increased testing capacity to test 20-25 individuals a day on 6 March.,2020-03-06,2020-03-06,2020-09-03,United States of America,USA,US,Provincial,1,Pennsylvania,NA,Health Resources,Public Testing Facilities (e.g. drive-in testing for COVID-19),NA,NA,United States of America,A geographical or administrative unit within a country,NA,Pennsylvania,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,Not Applicable,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government",51.35513420045629,50.47414117442993,49.724674258390465,129,https://www.governor.pa.gov/newsroom/wolf-administration-confirms-two-presumptive-positive-cases-of-covid-19/,2020-04-21,2020-04-21T14:13:34Z
R_1NssT9TT1uVBZQOCh,2909177,new_entry,original,NA,NA,"On April 2, 2020, the Governor of Texas suspended regulations to increase the amount of Emergency Medical Services (EMS) workers in the state. Under the new directive, ""local medical directors for licensed EMS providers can permit individuals who are qualified, though not formally certified, to provide critical emergency response services for patients treated and transported by the EMS provider. The Governor has also suspended certain skills testing requirements for EMS personnel in Texas and for out of state Advanced Emergency Medical Technicians seeking reciprocity in Texas so that these individuals who are qualified, but currently unable to take the skills test, are able to provide essential EMS services. Additionally, Governor Abbott has also suspended regulations to allow first responder organizations to delay submission on their renewal application and completion requirements for licensure.""",2020-04-02,2020-04-02,2020-09-03,United States of America,USA,US,Provincial,1,Texas,NA,Health Resources,Other Heath Staff,NA,NA,United States of America,A geographical or administrative unit within a country,NA,Texas,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,Not Applicable,Voluntary/Recommended but No Penalties,Provincial/State Government,52.81663278322325,51.98982656256438,51.317712668323026,59,https://gov.texas.gov/news/post/governor-abbott-suspends-regulations-to-increase-ems-first-responder-workforce,2020-04-25,2020-04-25T19:28:01Z
R_3kENmafwRrGZCJxNA,2916795,new_entry,original,NA,NA,"United States, April 10, Georgia Governor urges Georgians to plan for online or call-in religious services, including Easter Sunday.",2020-04-10,2020-04-10,2020-09-03,United States of America,USA,US,Provincial,1,Georgia,NA,Restrictions of Mass Gatherings,General,NA,NA,United States of America,NA,NA,Georgia,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Voluntary/Recommended but No Penalties,Provincial/State Government,53.04068264874535,52.142165569957555,51.391989008163826,62,https://gov.georgia.gov/press-releases/2020-04-10/kemp-urges-georgians-use-online-or-call-religious-services,2020-04-20,2020-04-20T14:34:03Z
R_3JINpeR7OBx7ISXAs,2922071,new_entry,original,NA,NA,"On march 23rd New Hampshire governor announced a ""Temporary authorization for out of state medical providers to provide medically necessary services and provide services through telehealth""",2020-03-23,2020-03-23,2020-09-03,United States of America,USA,US,Provincial,1,New Hampshire,NA,Health Resources,Doctors,NA,NA,United States of America,A geographical or administrative unit within a country,NA,all states other than New Hampshire,NA,NA,All Residents (Citizen Residents + Foreign Residents),Inbound,Not Applicable,Voluntary/Recommended but No Penalties,"Ministry/Department of Health,Provincial/State Government",52.46787713789789,51.5481505066527,50.8039669336396,62,https://www.governor.nh.gov/news-media/emergency-orders/documents/emergency-order-15.pdf,2020-04-21,2020-04-21T13:53:23Z
R_XLcOAkzjOU77Vq9Eb,2923701,new_entry,original,NA,NA,"Rhode Island, United States
Governor Gina M. Raimondo today provided an update on the state of COVID-19 testing in Rhode Island and announced an ambitious goal to test 10,000 Rhode Islanders a day by July.

She also outlined the state's comprehensive testing strategy:

• Ensure rapid testing of all symptomatic people. This will involve expanding the number of testing sites in Rhode Island as well as the state's mobile testing capacity. • React quickly to outbreaks. The plan calls for an outbreak response team on the ground within four hours of multiple cases discovered in places like congregate care settings, workplaces, and other high-density areas. This team will also conduct rapid testing of any contacts who may have been exposed. • Create an early warning system by testing groups of asymptomatic individuals. The state needs to be able to test comprehensively in high-risk settings like nursing homes or group homes. The state will also perform cyclical testing for other high-risk populations, such as healthcare workers and first responders. Early warning testing sites will be set up at high-contact workplaces and other community settings. The state will work with schools, universities, and private sector partners to set up early warning testing for their own populations. And representative sampling will allow the state to better understand community spread.",2020-05-06,2020-05-06,2020-09-03,United States of America,USA,US,Provincial,0,Rhode Island,NA,Health Resources,Test Kits,NA,NA,United States of America,NA,NA,Rhode Island,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://www.ri.gov/press/view/38289,2020-05-11,2020-05-11T12:30:33Z
R_XLcOAkzjOU77Vq9Ch,2923701,new_entry,original,NA,NA,"Rhode Island, United States
Governor Gina M. Raimondo today provided an update on the state of COVID-19 testing in Rhode Island and announced an ambitious goal to test 10,000 Rhode Islanders a day by July.

She also outlined the state's comprehensive testing strategy:

• Ensure rapid testing of all symptomatic people. This will involve expanding the number of testing sites in Rhode Island as well as the state's mobile testing capacity. • React quickly to outbreaks. The plan calls for an outbreak response team on the ground within four hours of multiple cases discovered in places like congregate care settings, workplaces, and other high-density areas. This team will also conduct rapid testing of any contacts who may have been exposed. • Create an early warning system by testing groups of asymptomatic individuals. The state needs to be able to test comprehensively in high-risk settings like nursing homes or group homes. The state will also perform cyclical testing for other high-risk populations, such as healthcare workers and first responders. Early warning testing sites will be set up at high-contact workplaces and other community settings. The state will work with schools, universities, and private sector partners to set up early warning testing for their own populations. And representative sampling will allow the state to better understand community spread.",2020-05-06,2020-05-06,2020-09-03,United States of America,USA,US,Provincial,0,Rhode Island,NA,Health Resources,Other Heath Staff,NA,NA,United States of America,NA,NA,Rhode Island,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://www.ri.gov/press/view/38289,2020-05-11,2020-05-11T12:30:33Z
R_s6wDRUDIZWZz8DDBh,2923713,new_entry,original,NA,NA,"On April 27, 2020 Texas Governor announced that ""all licensed health care professionals shall be limited in their practice by, and must comply with, any emergency rules promulgated by their respective licensing agencies dictating minimum standards for safe practice during the COVID-19 disaster.

Every hospital licensed under Chapter 241 of the Texas Health & Safety Code shall reserve at least 15% of its hospital capacity for treatment of COVID-19 patients, accounting for the range of clinical severity of COVID-19 patients, as determined by HHSC.""
",2020-05-01,2020-05-01,2020-09-03,United States of America,USA,US,Provincial,0,Texas,NA,Health Resources,Hospitals,NA,NA,United States of America,NA,NA,Texas,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://gov.texas.gov/uploads/files/press/EO-GA-19_hospital_capacity_COVID-19.pdf,2020-05-25,2020-05-25T00:28:43Z
R_5jypjq2cPU67Io9Cg,2927216,new_entry,original,NA,NA,"Arizona, United States
PHOENIX⁠ — To help health care providers address the COVID-19 emergency and ensure their ongoing viability, the Arizona Health Care Cost Containment System (AHCCCS), Arizona’s Medicaid agency, is advancing more than $41 million in scheduled payments to hospitals, primary care providers, behavioral health outpatient providers, and justice clinic providers who participate in the agency’s Targeted Investments program.",2020-04-28,2020-04-28,2020-09-03,United States of America,USA,US,Provincial,0,Arizona,NA,Health Resources,Other Health Materials,NA,NA,United States of America,NA,NA,Arizona,NA,NA,13,NA,NA,Voluntary/Recommended but No Penalties,"Ministry/Department of Health,Provincial/State Government",53.335845625041316,52.40931803541157,51.4050135755764,70,https://azgovernor.gov/governor/news/2020/04/arizona-medicaid-program-advances-41-million-provider-payments-address-covid,2020-04-30,2020-04-30T09:41:58Z
R_5jypjq2cPU67Io9Cf,2927216,new_entry,original,NA,NA,"Arizona, United States
PHOENIX⁠ — To help health care providers address the COVID-19 emergency and ensure their ongoing viability, the Arizona Health Care Cost Containment System (AHCCCS), Arizona’s Medicaid agency, is advancing more than $41 million in scheduled payments to hospitals, primary care providers, behavioral health outpatient providers, and justice clinic providers who participate in the agency’s Targeted Investments program.",2020-04-28,2020-04-28,2020-09-03,United States of America,USA,US,Provincial,0,Arizona,NA,Health Resources,Other Health Infrastructure,NA,NA,United States of America,NA,NA,Arizona,NA,NA,13,NA,NA,Voluntary/Recommended but No Penalties,"Ministry/Department of Health,Provincial/State Government",53.335845625041316,52.40931803541157,51.4050135755764,70,https://azgovernor.gov/governor/news/2020/04/arizona-medicaid-program-advances-41-million-provider-payments-address-covid,2020-04-30,2020-04-30T09:41:58Z
R_5jypjq2cPU67Io9Ch,2927216,new_entry,original,NA,NA,"Arizona, United States
PHOENIX⁠ — To help health care providers address the COVID-19 emergency and ensure their ongoing viability, the Arizona Health Care Cost Containment System (AHCCCS), Arizona’s Medicaid agency, is advancing more than $41 million in scheduled payments to hospitals, primary care providers, behavioral health outpatient providers, and justice clinic providers who participate in the agency’s Targeted Investments program.",2020-04-28,2020-04-28,2020-09-03,United States of America,USA,US,Provincial,0,Arizona,NA,Health Resources,Other Heath Staff,NA,NA,United States of America,NA,NA,Arizona,NA,NA,13,NA,NA,Voluntary/Recommended but No Penalties,"Ministry/Department of Health,Provincial/State Government",53.335845625041316,52.40931803541157,51.4050135755764,70,https://azgovernor.gov/governor/news/2020/04/arizona-medicaid-program-advances-41-million-provider-payments-address-covid,2020-04-30,2020-04-30T09:41:58Z
R_Ao0FmXmNWOrsl6pCk,2927666,new_entry,original,NA,NA,"'Casinos in Mississippi closed: On March 16, the Mississippi Gaming Commission announced that all private casinos in the state will be indefinitely closed. This does not impact Indian-owned casinos. '",2020-03-16,2020-03-16,2020-09-03,United States of America,USA,US,Provincial,1,Mississippi,NA,Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,NA,United States of America,NA,NA,Mississippi,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Other (Please specify in the text box),51.85316780245211,51.08986726909035,50.43800796993166,87,http://www.jeffcohealth.org/coronavirus-covid19,2020-04-20,2020-04-20T13:56:59Z
R_1IzpfMK9CCbfcHFNA,2928563,new_entry,original,NA,NA,"On May 11th, the Governor of Texas Governor ""directed the Texas Health and Human Services Commission (HHSC), the Texas Division of Emergency Management (TDEM), and the Texas Department of State Health Services (DSHS) to test 100% of residents and staff in Texas nursing homes. The Governor instructed HHSC, TDEM, and DSHS to develop and implement a plan based on the guidance of Vice President Mike Pence and Doctor Deborah Birx.

'The State of Texas is working to rapidly expand our testing capacity—especially among vulnerable populations in Texas nursing homes,' said Governor Abbott. 'This important collaboration among HHSC, TDEM, and DSHS will ensure that any potential clusters of COVID-19 cases in nursing homes are quickly detected and contained.'""",2020-05-11,2020-05-11,2020-09-03,United States of America,USA,US,Provincial,0,Texas,NA,Health Testing,General,NA,NA,United States of America,NA,NA,Texas,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Ministry/Department of Health,NA,NA,NA,NA,https://gov.texas.gov/news/post/governor-abbott-directs-tdem-dshs-hhsc-to-test-all-nursing-home-residents-staff-in-texas,2020-06-14,2020-06-14T21:41:09Z
R_1Lo3Ns9UwAiRBxNCg,2928659,new_entry,original,NA,NA,"New York government launches ""New York Loves"" effort to coordinate charities, foundations, not-for-profits, philanthropies and other organisations that wish to help or donate to the state for public health resources on April 9, 2020.",2020-04-09,2020-04-09,2020-09-03,United States of America,USA,US,Provincial,0,New York,NA,Health Resources,Other Health Materials,NA,NA,United States of America,NA,NA,New York,NA,NA,13,NA,NA,Voluntary/Recommended but No Penalties,Provincial/State Government,53.02215216412696,52.09725459134259,51.42260734316436,61,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-five-new-covid-19-testing-facilities,2020-04-30,2020-04-30T13:06:27Z
R_1IoZibK7fdRF0deNA,2936625,new_entry,original,NA,NA,"The Governor of Oregon on March 23rd announced an Executive Order shutting down government buildings and operations, where possible, for a unrestricted amount of time.",2020-03-23,2020-03-23,2020-09-03,United States of America,USA,US,Provincial,1,Oregon,NA,Restriction and Regulation of Government Services,General,NA,NA,United States of America,NA,NA,Oregon,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,52.46787713789789,51.5481505066527,50.8039669336396,62,https://www.oregon.gov/gov/Documents/executive_orders/eo_20-12.pdf,2020-04-08,2020-04-08T18:50:48Z
R_2wcwASRtjwUBTnFNA,2944777,new_entry,original,NA,NA,"Oklahoma Government has ordered adults over 65 years and people with serious underlying conditions to stay in their home, except for work in critical infrastructure sector or essential errands. (Announced on 24th March)",2020-03-24,2020-03-24,2020-09-03,United States of America,USA,US,Provincial,0,Oklahoma,NA,Quarantine,General,NA,NA,United States of America,NA,NA,Oklahoma,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,52.47263501733049,51.585971554751964,50.896574636279176,63,https://www.sos.ok.gov/documents/executive/1919.pdf,2020-07-30,2020-07-30T13:32:49Z
R_2duRv5RMCFt1zPNNA,2944777,update,original,Change of Policy,Relaxing,"Oklahoma Government has ordered adults over 65 years and people with serious underlying conditions to stay in their home, except for work in critical infrastructure sector or essential errands. (Announced on 24th March)
Update: On 10th July, the Govt made the above policy voluntary, especially for individuals in the orange or red county under the Alert System. UPDATE: The update changes the mandatory lockdown to voluntary.",2020-03-24,2020-03-24,2020-09-03,United States of America,USA,US,Provincial,0,Oklahoma,NA,Quarantine,General,NA,NA,United States of America,NA,NA,Oklahoma,NA,NA,13,NA,NA,Voluntary/Recommended but No Penalties,Provincial/State Government,52.47263501733049,51.585971554751964,50.896574636279176,63,https://www.sos.ok.gov/documents/executive/1919.pdf,2020-08-14,2020-08-14T11:43:42Z
R_1eP3Ry1HCGUuqFhEa,2945489,new_entry,original,NA,NA,"The California state will allocate existing federal funds to local public health departments and community-based organizations to assist with supportive services for isolation and quarantine.

A new program, Housing for the Harvest, provides safe, temporary isolation spaces for agricultural and farmworkers who test positive or were exposed to the virus, which limits the risk of spreading COVID-19 to their coworkers or households. This program will operate in partnership with counties and local partners in the Central Valley, Central Coast, and Imperial Valley – the regions with the highest number of agricultural workers. (July 24)",2020-07-24,2020-07-24,2020-09-03,United States of America,USA,US,Provincial,0,California,NA,Health Resources,Temporary Quarantine Centers,NA,NA,United States of America,NA,NA,California,NA,NA,13,NA,NA,Voluntary/Recommended but No Penalties,"Provincial/State Government,Municipal Government",NA,NA,NA,NA,https://www.gov.ca.gov/2020/07/24/governor-newsom-announces-new-supports-for-california-workers/,2020-08-27,2020-08-27T14:28:23Z
R_1etODCzZLwBjbrKCk,2970906,new_entry,original,NA,NA,"On April 9, 2020 Texas Governor  ""suspended certain statutes concerning appearance before a notary public to execute a self-proved will, a durable power of attorney, a medical power of attorney, a directive to physician, or an oath of an executor, administrator, or guardian. These suspensions temporarily allow for appearance before a notary public via videoconference when executing such documents, avoiding the need for in-person contact during the COVID-19 pandemic.These temporary suspensions provide flexibility in the notarization process for certain documents and ensure Texans are able to stay home as much as possible to protect themselves and others from this virus."" 

The following conditions will apply whenever this suspension is invoked:

A notary public shall verify the identity of a person signing a document at the time the signature is taken by using two-way video and audio conference technology.

A notary public may verify identity by personal knowledge of the signing person, or by analysis based on the signing person’s remote presentation of a government-issued identification credential, including a passport or driver’s license, that contains the signature and a photograph of the person.

The signing person shall transmit by fax or electronic means a legible copy of the signed document to the notary public, who may notarize the transmitted copy and then transmit the notarized copy back to the signing person by fax or electronic means, at which point the notarization is valid.

This suspension will remain in effect until terminated by the Office of the Governor or until the March 13, 2020 disaster declaration is lifted or expires. Documents executed while this suspension is in effect, and in accordance with its terms, will remain valid after the termination of this suspension.""",2020-04-09,2020-04-09,2020-09-03,United States of America,USA,US,Provincial,1,Texas,NA,Restriction and Regulation of Businesses,Other Non-Essential Businesses,NA,NA,United States of America,NA,NA,Texas,NA,NA,All Residents (Citizen Residents + Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,53.02215216412696,52.09725459134259,51.42260734316436,61,https://gov.texas.gov/news/post/governor-abbott-temporarily-suspends-certain-statutes-to-allow-for-appearance-before-notary-public-via-videoconference,2020-04-25,2020-04-25T19:50:57Z
